鄉鎮市區,交易標的,土地區段位置建物區段門牌,土地移轉總面積平方公尺,都市土地使用分區,非都市土地使用分區,非都市土地使用編定,交易年月日,交易筆棟數,移轉層次,總樓層數,建物型態,主要用途,主要建材,建築完成年月,建物移轉總面積平方公尺,建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,總價元,單價元平方公尺,車位類別,車位移轉總面積平方公尺,車位總價元,備註,編號
The villages and towns urban district,transaction sign,land sector position building sector house number plate,land shifting total area square meter,the use zoning or compiles and checks,the non-metropolis land use district,non-metropolis land use,transaction year month and day,transaction pen number,shifting level,total floor number,building state,main use,main building materials,construction to complete the years,building shifting total area,Building present situation pattern - room,building present situation pattern - hall,building present situation pattern - health,building present situation pattern - compartmented,Whether there is manages the organization,total price Yuan,the unit price a Yuan square meter,the berth category,berth shifting total area square meter,the berth total price Yuan,the note,serial number
楊梅區,房地(土地+建物)+車位,桃園市楊梅區瑞坪路276巷1~30號,24.28,住,,,1070723,土地1建物1車位1,三層,七層,華廈(10層含以下有電梯),見其他登記事項,鋼筋混凝土造,1071130,122.51,2,2,1,有,有,4700000,39754,坡道平面,33.21,1150000,,RPQRMLKKPHOFFDH88CA
新屋區,土地,下田心子段員笨小段5259991~5260020地號,1344.0,,特定農業區,農牧用地,1080515,土地2建物0車位0,,,其他,,,,0.0,0,0,0,有,無,6911520,5143,,0.0,0,,RPSOMLOJPHOFFDH09CA
新屋區,房地(土地+建物),桃園市新屋區笨港村7鄰榕樹下31~60號,93.38,,一般農業區,甲種建築用地,1080523,土地2建物1車位0,全,三層,透天厝,住家用,鋼筋混凝土造,0870715,141.96,4,2,6,有,無,3380000,23810,,0.0,0,,RPSOMLTJPHOFFDH96CA
新屋區,土地,石磊子段石磊子小段22020001~22020030地號,1410.0,,特定農業區,農牧用地,1080515,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,17050000,12092,,0.0,0,含增建或未登記建物。;,RPOOMLMKPHOFFDH58CA
楊梅區,房地(土地+建物)+車位,桃園市楊梅區青山一街181~210號,20.67,住,,,1080226,土地2建物1車位1,六層,十五層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1071122,127.07,2,2,1,有,有,6432000,55292,坡道平面,31.74,1161000,,RPXOMLSKPHOFFDH47CA
楊梅區,房地(土地+建物)+車位,桃園市楊梅區青山一街121~150號,20.67,住,,,1071026,土地2建物1車位1,七層,十五層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1071122,127.07,2,2,1,有,有,6432000,55292,坡道平面,31.74,1161000,,RPOPMLSKPHOFFDH66CA
楊梅區,房地(土地+建物)+車位,桃園市楊梅區青山一街181~210號,25.63,住,,,1050429,土地2建物1車位1,十五層,十五層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1071122,158.18,3,2,2,有,有,8447000,56546,坡道平面,29.33,1161000,,RPPPMLSKPHOFFDH76CA
楊梅區,房地(土地+建物),桃園市楊梅區上湖二路26巷1~30號,73.0,,特定農業區,甲種建築用地,1050531,土地1建物1車位0,全,三層,透天厝,住家用,鋼筋混凝土造,0830117,113.71,3,2,2,有,無,2051000,18037,,0.0,0,,RPROMLPLPHOFFDH66CA
楊梅區,房地(土地+建物),桃園市楊梅區環南路75巷56弄1~30號,91.82,住,,,1080604,土地2建物1車位0,全,五層,透天厝,見其他登記事項,鋼筋混凝土造,1011205,236.55,3,2,4,有,有,10000000,42274,,0.0,0,,RPXOMLTLPHOFFDH67CA
大園區,土地,國際段4649971~4650000地號,61.7,其他,,,1080520,土地5建物0車位0,,,其他,,,,0.0,0,0,0,有,無,770000,12480,,0.0,0,,RPQNMLOJPHOFFEH88CA
大園區,房地(土地+建物)+車位,桃園市大園區大觀路600巷43弄1~30號,20.53,,一般農業區,甲種建築用地,1080610,土地1建物1車位1,六層,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0840211,106.13,2,2,1,有,有,2770000,26100,坡道平面,0.0,0,,RPVOMLOJPHOFFEH86CA
蘆竹區,房地(土地+建物),桃園市蘆竹區南山路一段1~30號,3.39,住,,,1080512,土地1建物1車位0,七層,二十層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0840925,37.8,0,0,0,無,無,2000000,52910,,0.0,0,,RPWOMLOJPHOFFEH96CA
大園區,土地,港口段2389981~2390010地號,6046.41,,一般農業區,農牧用地,1080527,土地6建物0車位0,,,其他,,,,0.0,0,0,0,有,無,41000000,6781,,0.0,0,,RPOPMLOJPHOFFEH88CA
蘆竹區,房地(土地+建物),桃園市蘆竹區福林街146巷31~60號,322.0,,特定農業區,甲種建築用地,1080520,土地2建物3車位0,全,三層,透天厝,住家用,鋼筋混凝土造,0830720,524.07,6,6,6,有,無,14000000,26714,,0.0,0,親友、員工或其他特殊關係間之交易。;,RPSOMLOJPHOFFEH56CA
大園區,房地(土地+建物),桃園市大園區南和路181~210號,91.14,住,,,1080609,土地1建物1車位0,全,五層,透天厝,見其他登記事項,鋼筋混凝土造,0970125,352.42999999999995,6,3,4,有,有,10800000,30644,,0.0,0,,RPSNMLOJPHOFFEH09CA
蘆竹區,房地(土地+建物),桃園市蘆竹區中正路1~30號,3.18,住,,,1080611,土地1建物1車位0,二十一層,二十七層,套房(1房1廳1衛),住家用,鋼筋混凝土造,0860122,45.550000000000004,1,1,1,有,有,3300000,72448,,0.0,0,,RPVOMLPJPHOFFEH96CA
蘆竹區,土地,富興段1620001~1620030地號,18.22,其他,,,1080514,土地3建物0車位0,,,其他,,,,0.0,0,0,0,有,無,211338,11599,,0.0,0,包含公共設施保留地之交易。;畸零地或有合併使用之交易。;,RPWOMLPJPHOFFEH07CA
大園區,房地(土地+建物)+車位,桃園市大園區公園路一段31~60號,33.46,住,,,1080506,土地1建物1車位2,二層,二十六層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1060615,242.61,4,2,3,有,有,17700000,83214,坡道平面,61.15,2600000,,RPPNMLPJPHOFFEH88CA
大園區,房地(土地+建物)+車位,桃園市大園區公園路一段31~60號,34.2,住,,,1080422,土地1建物1車位2,二十五層,二十六層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1060615,244.93,4,2,3,有,有,22030000,104092,坡道平面,61.15,2900000,,RPRNMLPJPHOFFEH09CA
大園區,房地(土地+建物)+車位,桃園市大園區公園路一段31~60號,34.94,住,,,1080329,土地1建物1車位2,二十五層,二十六層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1060615,250.03,4,2,3,有,有,22000000,103770,坡道平面,61.15,2400000,,RPSNMLPJPHOFFEH56CA
蘆竹區,房地(土地+建物),桃園市蘆竹區南順六街1~30號,7.49,住,,,1080525,土地1建物1車位0,四層,十二層,套房(1房1廳1衛),住家用,鋼筋混凝土造,0900801,40.16,1,1,1,有,有,3560000,88645,,0.0,0,,RPWNMLPJPHOFFEH96CA
大園區,房地(土地+建物)+車位,桃園市大園區領航北路四段301~330號,50.86,住,,,1080517,土地1建物1車位2,三層,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,1031027,272.78,4,2,2,有,有,18000000,76854,坡道平面,62.38,1830000,,RPXNMLPJPHOFFEH07CA
蘆竹區,房地(土地+建物)+車位,桃園市蘆竹區南順七街31~60號,88.19,住,,,1080522,土地1建物1車位1,全,四層,透天厝,見其他登記事項,鋼筋混凝土造,0880407,237.73999999999998,5,2,3,有,有,17000000,71507,坡道平面,0.0,0,由權利人及義務人提供現況格局實際資訊，供地政士申報登錄。權利人不願登錄電話。自宅停車。權利人*2,RPROMLPJPHOFFEH56CA
大園區,房地(土地+建物)+車位,桃園市大園區青峰路二段1~30號,32.25,住,,,1080314,土地1建物1車位1,四層,十一層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1070712,179.39,3,2,2,有,有,10880000,74769,坡道平面,47.25,1000000,,RPPNMLQJPHOFFEH98CA
大園區,房地(土地+建物)+車位,桃園市大園區青峰路二段1~30號,32.23,住,,,1080603,土地1建物1車位1,五層,十一層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1070712,176.46,3,2,2,有,有,12330000,85742,坡道平面,44.32,1000000,,RPQNMLQJPHOFFEH09CA
大園區,房地(土地+建物)+車位,桃園市大園區青峰路二段1~30號,22.81,住,,,1080123,土地1建物1車位1,八層,十一層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1070712,141.06,2,1,2,有,有,8300000,77284,坡道平面,47.25,1050000,,RPRNMLQJPHOFFEH56CA
大園區,房地(土地+建物)+車位,桃園市大園區青峰路二段1~30號,22.98,住,,,1080123,土地1建物1車位1,十層,十一層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1070712,164.52,2,1,2,有,有,8500000,79949,坡道平面,70.71,1000000,,RPSNMLQJPHOFFEH66CA
大園區,土地,橫山段橫山小段150061~150090地號,3310.0,,特定農業區,農牧用地,1080322,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,77097000,23292,,0.0,0,,RPTNMLSJPHOFFEH96CA
大園區,房地(土地+建物)+車位,桃園市大園區大豐二街61~90號,31.61,住,,,1080601,土地1建物1車位1,四層,八層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,1040211,181.0,3,2,2,有,有,11450000,63260,坡道平面,0.0,0,,RPTNMLTJPHOFFEH07CA
蘆竹區,土地,文中段5389981~5390010地號,265.05,農,,,1080627,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,14400000,54329,,0.0,0,含增建或未登記建物。;,RPQPMLKKPHOFFEH78CA
蘆竹區,房地(土地+建物)+車位,桃園市蘆竹區南福街186巷31~60號,20.28,住,,,1080529,土地1建物1車位1,二層,十層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0981202,148.20999999999998,3,2,2,有,有,9750000,65785,坡道平面,29.38,0,由權利人及義務人提供現況格局實際資訊，供地政士申報登錄。權利人不願登錄電話。含增建或未登記建物。,RPUNMLLKPHOFFEH09CA
蘆竹區,房地(土地+建物),桃園市蘆竹區南山路一段1~30號,9.68,住,,,1080517,土地1建物1車位0,五層,二十層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0840925,108.47,3,2,2,有,有,4900000,45174,,0.0,0,,RPQNMLPKPHOFFEH09CA
蘆竹區,房地(土地+建物),桃園市蘆竹區福林街3巷1~30號,70.06,,特定農業區,甲種建築用地,1080608,土地1建物1車位0,全,四層,透天厝,見其他登記事項,鋼筋混凝土造,0941011,176.85,4,2,3,有,無,9400000,53152,,0.0,0,,RPWNMLPKPHOFFEH07CA
蘆竹區,房地(土地+建物)+車位,桃園市蘆竹區南山路一段1~30號,9.68,住,,,1080610,土地1建物1車位1,五層,二十層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0840925,151.24,3,2,2,有,有,5600000,37027,坡道平面,0.0,0,,RPOOMLPKPHOFFEH98CA
蘆竹區,房地(土地+建物)+車位,桃園市蘆竹區六福路211~240號,27.15,住,,,1080525,土地2建物1車位1,十三層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0910516,232.93,4,2,2,有,有,12600000,54094,坡道平面,0.0,0,,RPTOMLTKPHOFFEH27CA
